"","date","text","id","link","retweets","likes","account","followers","like_ratio","retweet_ratio","interaction_ratio"
"1",2021-06-23 23:08:06,"RT @Escrow: Join our Discord server for instant messaging discussion, support and helpful quick links to https://t.co/0A2yjvHQqs services:…","1407928496077344770","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,0,"accounts",18795,0,0.000106411279595637,0.000106411279595637
