"","date","text","id","link","retweets","likes","account","followers","like_ratio","retweet_ratio","interaction_ratio"
"17",2022-09-29 08:40:34,"Less barriers in sports, more inclusivity and accessibility.

Natural hair belongs (and should be respected) in the office, in schools, AND in sports ❗🏊 Thank you, @soulcapofficial and @adidas. https://t.co/4mcELf5K0E","1575495757121003526","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,21,"@Dove",187005,0.000112296462661426,2.67372530146253e-05,0.0540199459907489
"18",2022-09-28 09:55:36,"Author QuayBella Rose’s newest children’s book, Chloe’s Big Self-Esteem, is all about building young Black girls' confidence and reminding them how beautiful they are, no matter the shape or size of their bodies ❤️
https://t.co/q1jf7SmvY4","1575152250758090754","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,9,"@Dove",187005,4.81270554263255e-05,1.60423518087752e-05,0.0540199459907489
"19",2022-09-27 13:39:55,"Here's to those breaking through beauty stereotypes to let their authentic selves shine ✨ #NationalHispanicHeritageMonth https://t.co/s83xyf0K6I","1574846316081029120","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,7,"@Dove",187005,3.74321542204754e-05,5.34745060292506e-06,0.0540199459907489
"20",2022-09-21 14:00:53,"""One in five says their teens avoid certain activities, such as taking pictures, because of their insecurities.""

A sad yet true statistic. It's time to make social media an authentic place, rid of unrealistic beauty standards for younger generations. (1/2) https://t.co/OzmWg4Fxaq","1572677263950225413","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,11,"@Dove",187005,5.88219566321756e-05,2.67372530146253e-05,0.0540199459907489
"21",2022-09-19 12:29:52,"📢 Body inclusivity belongs everywhere... including NYFW 📢

https://t.co/MhTpDqV4p1","1571929585276649475","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,11,"@Dove",187005,5.88219566321756e-05,1.60423518087752e-05,0.0540199459907489
"22",2022-09-16 10:59:03,"We love to see this change! Accessibility to the appropriate swimwear is a must for all aquatic athletes ❤️ https://t.co/qUlEP0eepj","1570819565868945410","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,10,"@Dove",187005,5.34745060292506e-05,0,0.0540199459907489
"23",2022-09-16 07:56:23,"Thank you to @lizzo, @selenagomez, and others for spotlighting how important it is to bring an end to toxic beauty standards by promoting all body shapes and sizes 🙌

https://t.co/j9vQF5biiP","1570773597580578817","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,16,"@Dove",187005,8.55592096468009e-05,1.06949012058501e-05,0.0540199459907489
"24",2022-09-15 09:03:52,".@itsgabrielleu shared a video showing how she styles her daughter Kaavia's hair... and we LOVE it🥰

https://t.co/0Afqzy5a3t","1570428190564454401","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,5,"@Dove",187005,2.67372530146253e-05,0,0.0540199459907489
"25",2022-09-14 11:03:04,"We're honored to have won 4 #BestofBeauty awards🏆

Thank you @Allure_magazine for recognizing us! Check out our wins 👇 https://t.co/tKzGmsSbN5","1570095800381734916","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,6,"@Dove",187005,3.20847036175503e-05,0,0.0540199459907489
"26",2022-09-13 13:20:43,"We couldn't be more excited to see this! Yet another perfect example of why #RepresentationMatters ❤️

https://t.co/ATZe3xYRXZ","1569768054162087937","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,23,"@Dove",187005,0.000122991363867276,0,0.0540199459907489
"27",2022-09-12 19:42:30,"Absolutely incredible, @lizzo. You have carved a path for so many young people.💖

#Emmys2022 #WatchOutForTheBigGrrrls #EmmyAwards https://t.co/sBnmFxSYiH","1569501743947599872","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,29,"@Dove",187005,0.000155076067484827,2.67372530146253e-05,0.0540199459907489
"28",2022-09-12 19:30:04,"This. 🥲🥹 https://t.co/NHNFqAlTv0","1569498613851758594","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",6,143,"@Dove",187005,0.000764685436218283,3.20847036175503e-05,0.0540199459907489
"29",2022-09-12 19:26:35,"We were ready for this @lizzo win 😉 

CONGRATS 🥰 https://t.co/oDbFEmat1K","1569497740639617024","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,12,"@Dove",187005,6.41694072351007e-05,5.34745060292506e-06,0.0540199459907489
"30",2022-09-12 15:28:06,"Alaska just signed #TheCROWNAct into state law 🙌

There are now 19 states that prohibit hair discrimination. 31 more to go, let's do this!","1569437721961046018","<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",7,31,"@Dove",187005,0.000165770968690677,3.74321542204754e-05,0.0540199459907489
"31",2022-09-12 15:18:36,"This is amazing! We appreciate you taking action🤗 https://t.co/xYQE2unoVP","1569435330893254657","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,6,"@Dove",187005,3.20847036175503e-05,5.34745060292506e-06,0.0540199459907489
"32",2022-09-08 08:19:07,"Thank you @MichelleObama for inspiring Black women &amp; girls to rock their #CROWN proudly. Braids should be respected everywhere—and that includes in the White House. 👑 https://t.co/BBOrkrlIKM","1567880215715536901","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,26,"@Dove",187005,0.000139033715676051,2.13898024117002e-05,0.0540199459907489
"33",2022-09-06 11:06:48,"These fatphobic trends are extremely harmful to ones' self esteem. 👇

Let's bring them to an end and be respectful of all body shapes and all body sizes ‼️

https://t.co/p5pfVn6nUj","1567197638315114496","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,6,"@Dove",187005,3.20847036175503e-05,0,0.0540199459907489
"34",2022-09-02 08:55:21,"""Filtering is lying: it is deceptive. It makes women feel badly about themselves. It makes young girls insecure and obsessed with an unattainable perfection."" ✅

Agreed @Bethenny. Let's move to a filter-free reality to make social media a positive place 🌎https://t.co/fAxGMEi91G","1565715006426992640","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,11,"@Dove",187005,5.88219566321756e-05,1.60423518087752e-05,0.0540199459907489
"35",2022-09-01 16:23:30,"“I'm Just Serena"" speaks volumes. 

Congrats to the greatest athlete. #SERENA https://t.co/8S0ORFGTNR","1565465398463664129","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,14,"@Dove",187005,7.48643084409508e-05,2.13898024117002e-05,0.0540199459907489
